,links,movie,cert,rateoc,rateou
10960,coffee-date,Coffee Date,Not Rated,47,tbd
10961,fun-with-dick-and-jane,Fun with Dick and Jane,PG-13,47,5.5
10962,bella,Bella,PG-13,47,7.7
10963,sgt-bilko,Sgt. Bilko,PG,47,7.5
10964,dumbstruck,Dumbstruck,PG,47,tbd
10965,cote-dazur,Cote d'Azur,Not Rated,47,tbd
10966,accepted,Accepted,PG-13,47,8.0
10967,3-generations,3 Generations,Not Rated,47,3.5
10968,before-the-rains,Before the Rains,PG-13,47,6.0
10969,easy,Easy,R,47,3.8
10970,the-guru,The Guru,R,47,5.4
10971,borstal-boy,Borstal Boy,Not Rated,47,8.1
10972,better-than-sex,Better Than Sex,R,47,7.2
10973,brother,Brother,R,47,7.2
10974,josie-and-the-pussycats,Josie and the Pussycats,PG,47,8.6
10975,what-women-want,What Women Want,PG-13,47,7.8
10976,chaplin,Chaplin,PG-13,47,7.4
10977,la-mission,La mission,R,47,6.5
10978,the-pick-up-artist,The Pick-up Artist,PG-13,47,7.5
10979,dancing-across-borders,Dancing Across Borders,Not Rated,47,tbd
10980,mi-5,MI-5,R,47,6.2
10981,hotel-de-love,Hotel de Love,R,47,tbd
10982,hunted,Hunted,Not Rated,47,5.8
10983,regarding-henry,Regarding Henry,PG-13,47,7.3
10984,a-good-year,A Good Year,PG-13,47,6.6
10985,the-box,The Box,PG-13,47,2.5
10986,red-2,RED 2,PG-13,47,6.6
10987,the-whole-nine-yards,The Whole Nine Yards,R,47,8.6
10988,alice-2022,Alice,Not Rated,47,tbd
10989,railroad-tigers,Railroad Tigers,Not Rated,47,5.0
10990,boarding-gate,Boarding Gate,R,47,6.6
10991,failure-to-launch,Failure to Launch,PG-13,47,5.5
10992,sonic-the-hedgehog,Sonic the Hedgehog,PG,47,8.1
10993,pee-wees-big-adventure,Pee-wee's Big Adventure,PG,47,7.6
10994,tales-from-earthsea,Tales from Earthsea,PG-13,47,6.1
10995,proteus-2004,Proteus,Not Rated,47,tbd
10996,the-girl-next-door-2004,The Girl Next Door,Unrated,47,8.3
10997,hotel,Hotel,TV-MA,47,4.8
10998,wxiii-patlabor-the-movie-3,WXIII: Patlabor the Movie 3,R,47,4.8
10999,what-to-do-in-case-of-fire,What to Do in Case of Fire,R,47,8.6
11000,simon-magus,Simon Magus,Not Rated,47,tbd
11001,shooting-fish,Shooting Fish,PG,47,7.5
11002,angel-of-mine,Angel of Mine,R,47,6.0
11003,same-kind-of-different-as-me,Same Kind of Different as Me,PG-13,47,5.0
11004,night-at-the-museum-secret-of-the-tomb,Night at the Museum: Secret of the Tomb,PG,47,6.0
11005,hes-just-not-that-into-you,He's Just Not That Into You,PG-13,47,6.0
11006,noma-my-perfect-storm,Noma: My Perfect Storm,Not Rated,47,tbd
11007,the-matrix-revolutions,The Matrix Revolutions,R,47,5.0
11008,in-the-land-of-women,In the Land of Women,PG-13,47,5.5
11009,in-the-heart-of-the-sea,In the Heart of the Sea,PG-13,47,6.8
11010,jennifers-body,Jennifer's Body,R,47,7.2
11011,king-of-thieves,King of Thieves,R,47,5.5
11012,the-m-word,The M Word,R,47,tbd
11013,convoy,Convoy,PG,47,6.3
11014,bad-teacher,Bad Teacher,R,47,5.3
11015,the-little-traitor,The Little Traitor,Not Rated,47,tbd
11016,frankie-alice,Frankie & Alice,R,47,6.2
11017,fat-girls,Fat Girls,R,47,6.3
11018,lions-for-lambs,Lions for Lambs,R,47,5.0
11019,tape-2020,Tape,Not Rated,47,tbd
11020,dog-days-2018,Dog Days,PG,47,5.6
11021,the-architect,The Architect,R,47,tbd
11022,flight-of-the-phoenix,Flight of the Phoenix,PG-13,47,8.0
11023,ladder-49,Ladder 49,PG-13,47,7.8
11024,legally-blonde-2-red-white-blonde,"Legally Blonde 2: Red, White & Blonde",PG-13,47,5.9
11025,by-hook-or-by-crook,By Hook or by Crook,Not Rated,47,8.2
11026,heartbreakers,Heartbreakers,PG-13,47,8.3
11027,lies,Lies,Not Rated,47,tbd
11028,bittersweet-motel,Bittersweet Motel,Not Rated,47,8.0
11029,burlesque,Burlesque,PG-13,47,7.5
11030,a-cure-for-wellness,A Cure for Wellness,R,47,8.3
11031,restless-2011,Restless,PG-13,47,7.2
11032,jack-reacher-never-go-back,Jack Reacher: Never Go Back,PG-13,47,5.6
11033,flyboys,Flyboys,PG-13,47,6.9
11034,the-dressmaker,The Dressmaker,R,47,7.2
11035,young-ones,Young Ones,R,47,5.2
11036,the-razors-edge,The Razor's Edge,PG-13,47,tbd
11037,swing-vote,Swing Vote,PG-13,47,6.2
11038,choke,Choke,R,47,8.5
11039,the-burning-sea,The Burning Sea,PG-13,47,tbd
11040,coming-to-america,Coming to America,R,47,7.8
11041,1492-conquest-of-paradise,1492: Conquest of Paradise,PG-13,47,6.6
11042,all-in-the-poker-movie,All In: The Poker Movie,Not Rated,47,tbd
11043,where-the-truth-lies,Where the Truth Lies,Open,47,6.6
11044,i-am-david,I Am David,PG,47,6.1
11045,who-killed-bambi,Who Killed Bambi?,Not Rated,47,tbd
11046,shall-we-dance,Shall We Dance,PG-13,47,6.7
11047,the-last-shot,The Last Shot,R,47,7.8
11048,luther,Luther,PG-13,47,6.8
11049,the-next-big-thing,The Next Big Thing,R,47,tbd
11050,the-shipping-news,The Shipping News,R,47,7.2
11051,sordid-lives,Sordid Lives,R,47,6.3
11052,the-hidden-wars-of-desert-storm,The Hidden Wars of Desert Storm,Not Rated,47,tbd
11053,the-legend-of-bagger-vance,The Legend of Bagger Vance,PG-13,47,8.6
11054,wheres-marlowe,Where's Marlowe?,R,47,tbd
11055,hiding-out,Hiding Out,PG-13,47,tbd
11056,halloween,Halloween (2007),R,47,5.6
11057,midway,Midway,PG-13,47,6.1
11058,young-guns-ii,Young Guns II,PG-13,47,8.0
11059,reno-911!-miami,Reno 911!: Miami,R,47,5.1
11060,the-lost-city,The Lost City,R,47,8.0
11061,i-saw-the-light,I Saw the Light,R,47,5.0
11062,parked,Parked,Not Rated,47,7.2
11063,the-hitmans-bodyguard,The Hitman's Bodyguard,R,47,6.5
11064,poltergeist,Poltergeist,PG-13,47,3.6
11065,the-wild,The Wild,G,47,4.9
11066,the-day-after-tomorrow,The Day After Tomorrow,PG-13,47,6.6
11067,blood-in-blood-out,"Blood In, Blood Out",R,47,8.4
11068,puerto-ricans-in-paris,Puerto Ricans in Paris,R,47,tbd
11069,hercules,Hercules,PG-13,47,6.3
11070,the-strangers,The Strangers,R,47,8.0
11071,the-sunlit-night,The Sunlit Night,Not Rated,47,tbd
11072,full-grown-men,Full Grown Men,Not Rated,47,tbd
11073,the-trip,The Trip,R,47,7.1
11074,murder-at-1600,Murder at 1600,R,47,7.8
11075,primal-fear,Primal Fear,R,47,8.7
11076,nine-months,Nine Months,PG-13,47,6.5
11077,oscar,Oscar,PG,47,7.4
11078,high-spirits,High Spirits,PG-13,47,tbd
11079,rambo-first-blood-part-ii,Rambo: First Blood Part II,TV-14,47,7.5
11080,rj,R#J,Not Rated,47,tbd
11081,the-legend-of-zorro,The Legend of Zorro,PG,47,4.9
11082,max-2015,Max,PG,47,6.1
11083,irresistible,Irresistible,R,47,4.8
11084,27-dresses,27 Dresses,PG-13,47,5.8
11085,crouching-tiger-hidden-dragon-sword-of-destiny,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Not Rated,47,5.4
11086,mouth-to-mouth,Mouth to Mouth,Not Rated,47,7.7
11087,loomis-fargo,Masterminds,PG-13,47,7.2
11088,shock-and-awe,Shock and Awe,R,47,5.5
11089,the-time-travelers-wife,The Time Traveler's Wife,PG-13,47,7.9
11090,thunder-and-the-house-of-magic,Thunder and the House of Magic,Not Rated,47,5.3
11091,project-almanac,Project Almanac,PG-13,47,5.4
11092,robot-overlords,Robot Overlords,Not Rated,47,4.3
11093,blade,Blade,R,47,8.0
11094,nobodys-hero,Nobody's Hero,Not Rated,47,tbd
11095,the-operative-2019,The Operative,Not Rated,47,6.3
11096,man-on-fire,Man on Fire,R,47,8.6
11097,the-prince-and-me,The Prince and Me,PG,47,8.7
11098,from-the-edge-of-the-city,From the Edge of the City,Not Rated,47,tbd
11099,black-and-white,Black and White,NC-17,47,5.6
11100,the-generals-daughter,The General's Daughter,R,47,4.4
11101,pushing-tin,Pushing Tin,R,47,6.7
11102,psycho,Psycho,R,47,8.0
11103,monster-hunter,Monster Hunter,PG-13,47,4.0
11104,silver-city,Silver City,R,47,5.7
11105,what-happened-to-monday,What Happened to Monday,TV-MA,47,6.5
11106,out-of-bounds,Out of Bounds,R,47,tbd
11107,the-ardennes,The Ardennes,Unrated,47,5.6
11108,herbie-fully-loaded,Herbie Fully Loaded,G,47,4.7
11109,the-great-gilly-hopkins,The Great Gilly Hopkins,PG,47,6.1
11110,the-game-of-their-lives,The Game of Their Lives,PG,47,7.5
11111,maniac,Maniac,Not Rated,47,6.8
11112,the-dry-land,The Dry Land,R,47,tbd
11113,open-windows,Open Windows,Not Rated,47,8.0
11114,heaven-is-for-real,Heaven Is for Real,PG,47,4.6
11115,the-giver,The Giver,PG-13,47,6.3
11116,ong-bak-2,Ong Bak 2,R,47,6.5
11117,monogamy,Monogamy,Unrated,47,tbd
11118,wyatt-earp,Wyatt Earp,PG-13,47,6.7
11119,fanny,Fanny,Not Rated,47,tbd
11120,spring-fever,Spring Fever,Not Rated,47,tbd
11121,blair-witch,Blair Witch,R,47,4.9
11122,the-skeleton-key,The Skeleton Key,R,47,8.8
11123,hotel-transylvania,Hotel Transylvania,PG,47,7.0
11124,gunpowder-milkshake,Gunpowder Milkshake,R,47,4.3
11125,a-teacher,A Teacher,Not Rated,47,6.3
11126,rock-of-ages,Rock of Ages,R,47,5.9
11127,the-x-files-i-want-to-believe,The X Files: I Want to Believe,PG-13,47,6.3
11128,the-good-guy,The Good Guy,R,47,7.4
11129,the-alamo,The Alamo,PG-13,47,6.3
11130,marathon,Marathon,Not Rated,47,tbd
11131,hollywood-homicide,Hollywood Homicide,PG-13,47,8.2
11132,like-mike,Like Mike,PG,47,5.9
11133,big-trouble,Big Trouble,PG-13,47,8.5
11134,cats-dogs,Cats & Dogs,PG,47,5.9
11135,us-marshals,U.S. Marshals,PG-13,47,6.8
11136,the-odd-life-of-timothy-green,The Odd Life of Timothy Green,PG,47,6.1
11137,semi-pro,Semi-Pro,R,47,5.8
11138,the-witches,The Witches,PG,47,4.7
11139,perriers-bounty,Perrier's Bounty,Not Rated,47,7.9
11140,my-stepmother-is-an-alien,My Stepmother Is an Alien,Approved,47,tbd
11141,the-returned,The Returned,Not Rated,47,5.6
11142,lakeview-terrace,Lakeview Terrace,PG-13,47,4.9
11143,only-the-lonely,Only the Lonely,PG-13,47,tbd
11144,neighbors-1981,Neighbors,R,47,tbd
11145,everybodys-fine,Everybody's Fine,PG-13,47,7.3
11146,national-lampoons-european-vacation,National Lampoon's European Vacation,PG-13,47,6.6
11147,lebanon-pa,"Lebanon, Pa.",PG-13,47,tbd
11148,slipstream,Slipstream,R,47,3.5
11149,gypsy-83,Gypsy 83,R,47,7.6
11150,kate,Kate,R,47,6.1
11151,i-trapped-the-devil,I Trapped the Devil,NR,47,6.2
11152,pink-cadillac,Pink Cadillac,PG-13,47,tbd
11153,interior-leather-bar,Interior. Leather Bar.,Not Rated,47,5.4
11154,november,November,R,47,7.7
11155,big-bug,Bigbug,TV-MA,47,5.3
11156,44-inch-chest,44 Inch Chest,R,47,5.2
11157,pumpkinhead,Pumpkinhead,R,47,7.6
11158,just-like-heaven,Just Like Heaven,PG-13,47,8.5
11159,before-i-disappear,Before I Disappear,Not Rated,47,7.1
11160,pink-floyd-the-wall,Pink Floyd: The Wall,TV-14,47,8.4
11161,love-potion-9,Love Potion #9,PG-13,47,tbd
11162,mr-jones-1993,Mr. Jones,R,47,tbd
11163,the-a-team,The A-Team,PG-13,47,7.1
11164,the-passion-of-the-christ,The Passion of the Christ,Unrated,47,6.8
11165,just-friends,Just Friends,PG-13,47,6.6
11166,at-the-devils-door,At the Devil's Door,Not Rated,47,6.4
11167,phyllis-and-harold,Phyllis and Harold,Not Rated,47,tbd
11168,24-hours-on-craigslist,24 Hours on Craigslist,Not Rated,47,tbd
11169,the-disappearance-of-finbar,The Disappearance of Finbar,Not Rated,47,tbd
11170,history-of-the-world-part-i,History of the World: Part I,R,47,6.5
11171,dangerous-minds,Dangerous Minds,R,47,6.6
11172,bobby-deerfield,Bobby Deerfield,PG,47,tbd
11173,nostalgia,Nostalgia,R,47,3.8
11174,anything-but-love,Anything But Love,PG-13,47,tbd
11175,the-other-side-of-the-bed,The Other Side of the Bed,R,47,6.0
11176,hey-arnold!-the-movie,Hey Arnold! The Movie,PG,47,6.2
11177,secret-society,Secret Society,PG,47,tbd
11178,the-idiots,The Idiots,R,47,7.3
11179,in-secret,In Secret,R,47,7.1
11180,3-dancing-slaves,3 Dancing Slaves,Not Rated,46,tbd
11181,secret-admirer,Secret Admirer,R,46,tbd
11182,a-country-called-home,A Country Called Home,Not Rated,46,5.0
11183,black-rock,Black Rock,R,46,4.5
11184,perfect,Perfect,R,46,tbd
11185,home-alone-2-lost-in-new-york,Home Alone 2: Lost in New York,PG,46,6.4
11186,alien-abduction,Alien Abduction,Not Rated,46,5.8
11187,the-tenants,The Tenants,Not Rated,46,5.3
11188,the-thing-called-love,The Thing Called Love,PG-13,46,tbd
11189,around-the-bend,Around the Bend,R,46,8.1
11190,autumn,Autumn,Unrated,46,tbd
11191,newsies,Newsies,PG,46,6.5
11192,wrong-turn-2021,Wrong Turn,R,46,4.3
11193,the-dilemma,The Dilemma,PG-13,46,5.6
11194,gringo,Gringo,R,46,5.5
11195,typhoon,Typhoon,R,46,tbd
11196,now-you-see-me-2,Now You See Me 2,PG-13,46,6.3
11197,the-last-movie-star,The Last Movie Star,R,46,6.3
11198,the-little-death,The Little Death,Not Rated,46,6.5
11199,maybe-baby,Maybe Baby,R,46,6.5
11200,miss-julie,Miss Julie,R,46,8.2
11201,payback,Payback,R,46,8.4
11202,doctor-dolittle,Dr. Dolittle,PG-13,46,6.9
11203,the-dead-pool,The Dead Pool,R,46,7.4
11204,red-tails,Red Tails,PG-13,46,5.9
11205,burke-and-hare,Burke and Hare,Not Rated,46,5.4
11206,london-town,London Town,R,46,tbd
11207,in-the-tall-grass,In the Tall Grass,TV-MA,46,5.0
11208,the-broken-tower,The Broken Tower,Not Rated,46,tbd
11209,mercy,Mercy,Not Rated,46,tbd
11210,agnes-and-his-brothers,Agnes and His Brothers,Not Rated,46,tbd
11211,the-flowers-of-war,The Flowers of War,Not Rated,46,7.2
11212,two-minute-warning,Two-Minute Warning,R,46,tbd
11213,flirt,Flirt,R,46,tbd
11214,breakthrough,Breakthrough,PG,46,6.3
11215,clay-pigeons,Clay Pigeons,R,46,7.5
11216,in-the-cut,In the Cut,Unrated,46,7.8
11217,foreign-sister,Foreign Sister,Not Rated,46,tbd
11218,deliver-us-from-eva,Deliver Us from Eva,R,46,5.6
11219,the-nanny-diaries,The Nanny Diaries,PG-13,46,6.1
11220,reservation-road,Reservation Road,R,46,6.9
11221,guarding-tess,Guarding Tess,PG-13,46,6.9
11222,my-spy,My Spy,PG-13,46,6.0
11223,dr-seuss-the-lorax,Dr. Seuss' The Lorax,PG,46,5.9
11224,ali-g-indahouse,Ali G Indahouse,R,46,tbd
11225,lolita,Lolita,R,46,7.5
11226,the-oranges,The Oranges,R,46,7.2
11227,toy-soldiers,Toy Soldiers,R,46,7.0
11228,we-are-your-friends,We Are Your Friends,R,46,5.3
11229,seed-of-chucky,Seed of Chucky,Not Rated,46,3.6
11230,ashby,Ashby,R,46,6.1
11231,extremely-loud-and-incredibly-close,Extremely Loud and Incredibly Close,PG-13,46,5.9
11232,the-sleepover,The Sleepover,Not Rated,46,5.3
11233,lavender,Lavender,Not Rated,46,4.2
11234,immortals,Immortals,R,46,5.8
11235,kiss-me-guido,"Kiss Me, Guido",R,46,5.0
11236,the-neverending-story,The NeverEnding Story,PG,46,7.2
11237,sweet-girl,Sweet Girl,R,46,4.7
11238,tank-girl,Tank Girl,R,46,4.4
11239,mirror-mirror,Mirror Mirror,PG,46,5.2
11240,el-chicano,El Chicano,R,46,6.0
11241,beyond-the-sea-2004,Beyond the Sea,TV-14,46,6.4
11242,breakin-all-the-rules,Breakin' All the Rules,PG-13,46,tbd
11243,food-of-love,Food of Love,R,46,8.5
11244,festival-in-cannes,Festival in Cannes,PG-13,46,6.7
11245,28-days,28 Days,PG-13,46,6.0
11246,the-calling,The Calling,R,46,6.0
11247,the-ringer,The Ringer,PG-13,46,6.0
11248,the-sorcerers-apprentice,The Sorcerer's Apprentice,PG,46,6.2
11249,the-addams-family-2019,The Addams Family,PG,46,5.2
11250,beaches,Beaches,PG-13,46,8.8
11251,hunky-dory,Hunky Dory,Not Rated,46,tbd
11252,johnny-english-reborn,Johnny English Reborn,PG,46,6.4
11253,the-ninth-configuration,The Ninth Configuration,R,46,tbd
11254,kafka,Kafka,PG-13,46,8.5
11255,next-day-air,Next Day Air,R,46,6.0
11256,you-me-and-dupree,"You, Me and Dupree",PG-13,46,8.3
11257,rebecca,Rebecca,PG-13`,46,4.9
11258,you-should-have-left,You Should Have Left,R,46,5.6
11259,earwig-and-the-witch,Earwig and the Witch,PG,46,4.6
11260,tommy-boy,Tommy Boy,PG-13,46,6.1
11261,unlocked,Unlocked,R,46,5.9
11262,predator-2,Predator 2,R,46,6.9
11263,manderlay,Manderlay,Not Rated,46,7.0
11264,airheads,Airheads,PG-13,46,5.8
11265,yes-day,Yes Day,PG,46,4.9
11266,mind-the-gap,Mind the Gap,R,46,5.9
11267,the-woman-chaser,The Woman Chaser,Not Rated,46,tbd
11268,practical-magic,Practical Magic,PG-13,46,6.9
11269,hackers,Hackers,PG-13,46,6.8
11270,reminiscence,Reminiscence,PG-13,46,5.4
11271,the-deal,The Deal,R,46,7.9
11272,shes-out-of-my-league,She's Out of My League,R,46,6.6
11273,frank-millers-sin-city-a-dame-to-kill-for,Sin City: A Dame To Kill For,R,46,8.0
11274,the-comedy,The Comedy,Not Rated,46,6.9
11275,how-do-you-know,How Do You Know,PG-13,46,4.3
11276,king-arthur,King Arthur,PG-13,46,7.6
11277,measure-for-measure,Measure for Measure,Not Rated,46,tbd
11278,grumpier-old-men,Grumpier Old Men,PG-13,46,6.5
11279,hostel-part-ii,Hostel: Part II,R,46,5.2
11280,naked-fame,Naked Fame,Not Rated,46,5.7
11281,the-nun-2018,The Nun,R,46,5.4
11282,if-i-stay,If I Stay,PG-13,46,5.9
11283,dont-breathe-2,Don't Breathe 2,R,46,6.5
11284,secret-window,Secret Window,PG-13,46,5.3
11285,esther-kahn,Esther Kahn,Not Rated,46,5.5
11286,one-night-at-mccools,One Night at McCool's,R,46,8.1
11287,dog-park,Dog Park,R,46,5.3
11288,forces-of-nature,Forces of Nature,PG-13,46,8.1
11289,white-sands,White Sands,TV-14,46,tbd
11290,fast-furious,Fast & Furious,PG-13,46,6.5
11291,hoot,Hoot,PG,46,6.2
11292,musical-chairs,Musical Chairs,PG-13,46,tbd
11293,fifty-shades-of-grey,Fifty Shades of Grey,R,46,2.9
11294,rebel-in-the-rye,Rebel in the Rye,PG-13,46,6.5
11295,above-suspicion,Above Suspicion,R,46,5.2
11296,the-gospel,The Gospel,PG,46,5.8
11297,undercover-blues,Undercover Blues,PG-13,46,tbd
11298,finishing-the-game-the-search-for-a-new-bruce-lee,Finishing the Game: The Search for a New Bruce Lee,Not Rated,46,6.3
11299,centigrade,Centigrade,NR,46,tbd
11300,the-whole-truth,The Whole Truth,R,46,5.4
11301,capone,Capone,R,46,5.1
11302,ravenous,Ravenous,R,46,7.4
11303,the-da-vinci-code,The Da Vinci Code,PG-13,46,6.0
11304,the-basketball-diaries,The Basketball Diaries,R,46,4.6
11305,welcome-home-roscoe-jenkins,"Welcome Home, Roscoe Jenkins",PG-13,46,5.4
11306,meg,The Meg,PG-13,46,5.5
11307,the-free-world,The Free World,R,46,tbd
11308,horns,Horns,R,46,6.4
11309,cj7,CJ7,PG,46,5.3
11310,bonneville,Bonneville,PG,46,5.7
11311,95-miles-to-go,95 Miles to Go,R,46,tbd
11312,conspiracy-of-silence,Conspiracy of Silence,Not Rated,46,tbd
11313,saw,Saw,NC-17,46,8.4
11314,rhinoceros-eyes,Rhinoceros Eyes,R,46,tbd
11315,bruce-almighty,Bruce Almighty,PG-13,46,7.5
11316,hollywood-ending,Hollywood Ending,PG-13,46,6.9
11317,american-chai,American Chai,R,46,8.0
11318,the-simian-line,The Simian Line,R,46,7.9
11319,how-the-grinch-stole-christmas,How the Grinch Stole Christmas,PG,46,6.5
11320,five-days-one-summer,Five Days One Summer,PG,46,tbd
11321,condorman,Condorman,PG,46,tbd
11322,the-end,The End,TV-14,46,tbd
11323,futureworld,Futureworld,PG,46,tbd
11324,foxy-brown,Foxy Brown,R,46,tbd
11325,another-happy-day,Another Happy Day,R,46,7.6
11326,untogether,Untogether,R,46,tbd
11327,the-river,The River,PG-13,46,tbd
11328,things-to-do-in-denver-when-youre-dead,Things to Do in Denver When You're Dead,R,46,4.9
11329,beyond-skyline,Beyond Skyline,R,46,5.2
11330,american-mary,American Mary,R,46,8.2
11331,rambo,Rambo,R,46,7.8
11332,beerfest,Beerfest,R,46,6.5
11333,the-last-days-on-mars,The Last Days on Mars,PG-13,46,5.4
11334,touch-of-pink,Touch of Pink,R,46,5.2
11335,knight-and-day,Knight and Day,PG-13,46,6.3
11336,the-upside,The Upside,PG-13,46,6.1
11337,the-magic-of-belle-isle,The Magic of Belle Isle,PG,46,5.8
11338,the-exorcism-of-emily-rose,The Exorcism of Emily Rose,Unrated,46,6.6
11339,must-love-dogs,Must Love Dogs,PG-13,46,5.2
11340,zardoz,Zardoz,R,46,6.6
11341,the-public,The Public,PG-13,46,6.5
11342,the-queen-of-spain,The Queen of Spain,Not Rated,46,tbd
11343,detour-2017,Detour,Not Rated,46,5.5
11344,the-crossing-guard,The Crossing Guard,R,46,6.6
11345,honest-thief,Honest Thief,Not Rated,46,6.0
11346,a-good-man-in-africa,A Good Man in Africa,R,46,tbd
11347,jay-and-silent-bob-reboot,Jay and Silent Bob Reboot,R,46,5.0
11348,hotel-transylvania-4,Hotel Transylvania: Transformania,PG,46,5.2
11349,wolves-2017,Wolves,R,46,5.4
11350,white-nights,White Nights,PG-13,46,7.8
11351,spaceballs,Spaceballs,Not Rated,46,7.9
11352,grand-theft-parsons,Grand Theft Parsons,PG-13,46,7.1
11353,venus-boyz,Venus Boyz,Not Rated,46,tbd
11354,the-in-laws,The In-Laws,PG-13,46,6.7
11355,all-over-the-guy,All Over the Guy,R,46,7.4
11356,catfish-in-black-bean-sauce,Catfish in Black Bean Sauce,PG-13,46,tbd
11357,kiss-the-girls,Kiss the Girls,R,46,3.1
11358,exit-plan,Exit Plan,Not Rated,46,tbd
11359,jetsons-the-movie,Jetsons: The Movie,G,46,7.3
11360,remo-williams-the-adventure-begins,Remo Williams: The Adventure Begins,PG-13,46,tbd
11361,the-mighty-ducks,The Mighty Ducks,PG,46,6.7
11362,stung,Stung,Not Rated,46,4.8
11363,every-secret-thing,Every Secret Thing,R,46,4.0
11364,second-act,Second Act,PG-13,46,6.0
11365,fun-mom-dinner,Fun Mom Dinner,R,46,6.6
11366,tora!-tora!-tora!,Tora! Tora! Tora!,G,46,7.6
11367,a-previous-engagement,A Previous Engagement,Not Rated,46,tbd
11368,el-cantante,El cantante,R,46,6.1
11369,un-me,U.N. Me,PG-13,46,tbd
11370,yes-man,Yes Man,PG-13,46,7.6
11371,jack-brooks-monster-slayer,Jack Brooks: Monster Slayer,R,46,6.6
11372,weird-science,Weird Science,PG-13,46,8.4
11373,dc-cab,D.C. Cab,R,46,tbd
11374,beneath-the-planet-of-the-apes,Beneath the Planet of the Apes,G,46,5.1
11375,held,Held,Not Rated,46,6.3
11376,killing-bono,Killing Bono,R,46,5.5
11377,judgment-night,Judgment Night,R,46,tbd
11378,a-chorus-line,A Chorus Line,PG-13,46,7.1
11379,destination-wedding,Destination Wedding,R,46,6.8
11380,black-water-abyss,Black Water: Abyss,Not Rated,46,5.6
11381,the-dukes,The Dukes,PG-13,46,tbd
11382,the-heartbreak-kid,The Heartbreak Kid,R,46,5.1
11383,cheaper-by-the-dozen,Cheaper by the Dozen,PG,46,7.1
11384,flavors,Flavors,Not Rated,46,7.4
11385,ghostlight,Ghostlight,Not Rated,46,tbd
11386,firedancer,Firedancer,Not Rated,46,tbd
11387,chasing-liberty,Chasing Liberty,PG-13,46,5.1
11388,pumpkin,Pumpkin,TV-MA,46,8.6
11389,bobby-g-cant-swim,Bobby G. Can't Swim,R,46,tbd
11390,revolution-os,Revolution OS,Not Rated,46,6.5
11391,greenfingers,Greenfingers,R,46,8.1
11392,me-myself-i,Me Myself I,TV-MA,46,tbd
11393,crazy-in-alabama,Crazy in Alabama,PG-13,46,7.8
11394,blue-streak,Blue Streak,PG-13,46,8.6
11395,life-of-the-party,Life of the Party,PG-13,46,5.1
